State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Meghalaya,WEST GARO HILLS,1998,Whole Year ,Sweet potato,475.0,1579.0
Chhattisgarh,MAHASAMUND,2012,Whole Year ,Garlic,5.0,14.0
Telangana ,MEDAK,2003,Whole Year ,Grapes,141.0,2691.0
Nagaland,PHEK,2013,Rabi       ,Rajmash Kholar,320.0,390.0
Tripura,WEST TRIPURA,2002,Kharif     ,Cotton(lint),145.0,124.0
West Bengal,BARDHAMAN,2009,Kharif     ,Sannhamp,39.0,309.0
Chhattisgarh,BALRAMPUR,2012,Rabi       ,Wheat,9228.0,19052.0
Puducherry,PONDICHERRY,2013,Kharif     ,Brinjal,31.0,496.0
Uttarakhand,CHAMPAWAT,2005,Whole Year ,Sugarcane,7.0,427.0
Nagaland,PEREN,2008,Kharif     ,Turmeric,20.0,90.0
Odisha,GANJAM,2001,Rabi       ,Gram,120.0,80.0
Odisha,KORAPUT,2015,Summer     ,Groundnut,90.0,130.4
Himachal Pradesh,SHIMLA,2002,Kharif     ,Maize,13642.0,20495.0
Karnataka,TUMKUR,2010,Kharif     ,Other Kharif pulses,9717.0,8613.0
Karnataka,BIJAPUR,2011,Kharif     ,Urad,140.0,51.0
Madhya Pradesh,MORENA,2003,Rabi       ,Gram,15458.0,19689.0
Uttarakhand,TEHRI GARHWAL,2014,Rabi       ,Masoor,980.0,788.0
Kerala,KANNUR,2002,Whole Year ,Banana,2445.0,20280.0
Uttar Pradesh,MAHOBA,2001,Rabi       ,Linseed,7441.0,3750.0
Tamil Nadu,DINDIGUL,2013,Kharif     ,Jowar,14308.0,24302.0
Jammu and Kashmir ,LEH LADAKH,2002,Whole Year ,Turnip,20.0,16.0
Chhattisgarh,KABIRDHAM,2012,Kharif     ,Bajra,2.0,2.0
Himachal Pradesh,SHIMLA,2007,Kharif     ,Soyabean,23.0,39.0
Nagaland,MON,2002,Kharif     ,Sesamum,510.0,570.0
Telangana ,MEDAK,2005,Whole Year ,Garlic,276.0,
Uttar Pradesh,SANT KABEER NAGAR,2004,Kharif     ,Sannhamp,3.0,1.0
Gujarat,JUNAGADH,1998,Whole Year ,Pulses total,33800.0,42000.0
Kerala,IDUKKI,2008,Kharif     ,Ragi,5.0,4.0
Madhya Pradesh,BETUL,2002,Whole Year ,Citrus Fruit,384.0,0.0
Uttar Pradesh,SITAPUR,2012,Kharif     ,Bajra,1992.0,1693.0
Odisha,BHADRAK,1999,Rabi       ,Garlic,350.0,1090.0
Tripura,DHALAI,2008,Rabi       ,Rapeseed &Mustard,378.0,240.0
Himachal Pradesh,BILASPUR,2005,Whole Year ,Sugarcane,11.0,88.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif     ,Niger seed,180.0,103.0
Madhya Pradesh,RAJGARH,2010,Rabi       ,Linseed,3.0,1.0
Karnataka,RAMANAGARA,2014,Rabi       ,Gram,18.0,13.0
Odisha,KENDUJHAR,1999,Whole Year ,Tobacco,40.0,30.0
Sikkim,EAST DISTRICT,2014,Kharif     ,Urad,290.0,284.0
Punjab,PATIALA,2008,Kharif     ,Urad,100.0,
Telangana ,MAHBUBNAGAR,2009,Whole Year ,Turmeric,27.0,150.0
Telangana ,NALGONDA,2003,Whole Year ,Brinjal,219.0,2842.0
Uttarakhand,UDAM SINGH NAGAR,2005,Summer     ,Moong(Green Gram),15.0,7.0
Tamil Nadu,VELLORE,2003,Kharif     ,Groundnut,56036.0,70859.0
Gujarat,GANDHINAGAR,2007,Kharif     ,Rice,12800.0,32000.0
Andhra Pradesh,GUNTUR,2005,Whole Year ,Sunflower,332.0,377.0
Telangana ,RANGAREDDI,2002,Whole Year ,Other Vegetables,5001.0,0.0
Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Moong(Green Gram),26.0,
Gujarat,JUNAGADH,2004,Kharif     ,Castor seed,2900.0,4900.0
Arunachal Pradesh,PAPUM PARE,1998,Kharif     ,Sesamum,235.0,80.0
Punjab,SANGRUR,2000,Kharif     ,Moth,200.0,200.0
Tamil Nadu,THENI,2003,Whole Year ,Beet Root,203.0,0.0
Andhra Pradesh,CHITTOOR,2013,Kharif     ,Brinjal,919.0,19001.0
Telangana ,RANGAREDDI,2000,Kharif     ,Other Kharif pulses,548.0,99.0
Meghalaya,RI BHOI,2001,Whole Year ,Sweet potato,141.0,512.0
Uttar Pradesh,JALAUN,2010,Rabi       ,Peas & beans (Pulses),54379.0,67919.0
Nagaland,ZUNHEBOTO,2002,Rabi       ,Rapeseed &Mustard,1510.0,1690.0
Telangana ,NIZAMABAD,2011,Rabi       ,Moong(Green Gram),463.0,322.0
Odisha,KENDRAPARA,2008,Summer     ,Urad,3488.0,1322.0
Tripura,GOMATI,2013,Kharif     ,Jute,253.0,2217.0
Manipur,BISHNUPUR,2003,Whole Year ,Tapioca,40.0,224.0
Bihar,MUZAFFARPUR,2005,Whole Year ,Onion,499.0,3653.0
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Grapes,119.0,2019.0
Jharkhand,HAZARIBAGH,2006,Winter     ,Rice,44170.57,56155.33
Tamil Nadu,THIRUVALLUR,2002,Whole Year ,Yam,25.0,0.0
Himachal Pradesh,UNA,2000,Kharif     ,Peas & beans (Pulses),2.0,2.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Samai,24.0,12.0
Sikkim,WEST DISTRICT,2002,Whole Year ,other oilseeds,20.0,10.0
West Bengal,PURULIA,2008,Kharif     ,Cotton(lint),600.0,2160.0
West Bengal,MEDINIPUR WEST,2009,Kharif     ,Sunflower,79.0,51.0
Maharashtra,JALNA,2000,Rabi       ,Rapeseed &Mustard,600.0,100.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year ,Coconut ,511.0,4460904.0
Jharkhand,RANCHI,2002,Rabi       ,Wheat,3782.72,6177.18
Kerala,THIRUVANANTHAPURAM,2005,Whole Year ,Sweet potato,45.0,510.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,Coconut ,180.0,450.0
Karnataka,CHIKMAGALUR,2009,Whole Year ,Cashewnut,393.0,298.0
Tamil Nadu,ERODE,2007,Whole Year ,Sugarcane,41906.0,5286610.0
Karnataka,DAVANGERE,2002,Whole Year ,Arcanut (Processed),20922.0,20154.0
Tamil Nadu,VELLORE,1998,Kharif     ,Arhar/Tur,19504.0,18568.0
Madhya Pradesh,DATIA,2009,Kharif     ,Cowpea(Lobia),3.0,1.0
Maharashtra,BEED,2003,Rabi       ,Gram,24300.0,8400.0
Telangana ,NIZAMABAD,2001,Kharif     ,Mesta,29.0,238.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif     ,Ragi,1375.0,1873.0
Kerala,PATHANAMTHITTA,2013,Whole Year ,Tapioca,5082.0,214215.0
Madhya Pradesh,PANNA,2009,Whole Year ,Rapeseed &Mustard,4531.0,2913.0
Karnataka,SHIMOGA,2008,Whole Year ,Arecanut,37631.0,269202.0
Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Cotton(lint),3020.0,8598.0
Rajasthan,SIKAR,2002,Whole Year ,Other Vegetables,840.0,0.0
West Bengal,BIRBHUM,2009,Rabi       ,Khesari,798.0,66.0
Odisha,GAJAPATI,2000,Kharif     ,Mesta,570.0,2530.0
Punjab,MOGA,2013,Rabi       ,Gram,1000.0,1200.0
Madhya Pradesh,BHOPAL,2006,Whole Year ,Coriander,672.0,257.0
Uttar Pradesh,BAHRAICH,2006,Kharif     ,Dry ginger,176.0,541.0
Tamil Nadu,THIRUVARUR,2003,Whole Year ,Bottle Gourd,5.0,0.0
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Orange,975.0,17315.0
Assam,MARIGAON,2002,Whole Year ,Papaya,90.0,1328.0
Rajasthan,DAUSA,2001,Kharif     ,Arhar/Tur,192.0,152.0
West Bengal,JALPAIGURI,2013,Rabi       ,Khesari,442.0,379.0
Chhattisgarh,BIJAPUR,2014,Rabi       ,Moong(Green Gram),226.0,74.0
West Bengal,HOWRAH,1999,Kharif     ,Jute,4168.0,71740.0
Rajasthan,SAWAI MADHOPUR,2002,Whole Year ,Guar seed,719.0,1.0
Sikkim,WEST DISTRICT,2008,Rabi       ,Other Cereals & Millets,2160.0,2130.0
Himachal Pradesh,UNA,2010,Kharif     ,Ginger,2.0,15.0
Himachal Pradesh,UNA,2010,Rabi       ,Onion,74.0,881.0
Tamil Nadu,MADURAI,2003,Whole Year ,Cauliflower,19.0,0.0
Nagaland,MON,2007,Kharif     ,Maize,8230.0,14850.0
West Bengal,DINAJPUR UTTAR,1999,Rabi       ,Dry chillies,3024.0,1845.0
Manipur,CHANDEL,2002,Whole Year ,Mango,50.0,291.0
Madhya Pradesh,BALAGHAT,2009,Whole Year ,Khesari,12777.0,6993.0
Arunachal Pradesh,DIBANG VALLEY,2013,Kharif     ,Rice,1690.0,1486.0
Mizoram,MAMIT,2008,Kharif     ,Potato,9.0,65.0
Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Rapeseed &Mustard,3359.0,3749.0
Odisha,NAYAGARH,2002,Whole Year ,Dry chillies,810.0,690.0
Chhattisgarh,KANKER,2012,Rabi       ,Wheat,682.0,1262.0
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif     ,Other Kharif pulses,668.0,448.0
Bihar,JEHANABAD,2002,Autumn     ,Maize,705.0,813.0
West Bengal,24 PARAGANAS NORTH,2004,Kharif     ,Cotton(lint),162.0,985.0
Nagaland,MON,2013,Rabi       ,Lentil,210.0,170.0
Telangana ,NALGONDA,2013,Rabi       ,Jowar,1278.0,723.0
Odisha,RAYAGADA,2002,Whole Year ,Tobacco,1250.0,1130.0
Kerala,MALAPPURAM,2001,Whole Year ,Coconut ,104171.0,599000000.0
Bihar,ARARIA,1998,Kharif     ,Blackgram,1174.0,881.0
Gujarat,JAMNAGAR,1998,Kharif     ,Moong(Green Gram),4000.0,1700.0
Karnataka,BIDAR,2006,Whole Year ,Coconut ,26.0,124.0
Telangana ,KARIMNAGAR,2002,Whole Year ,Tomato,813.0,4345.0
Manipur,TAMENGLONG,2002,Whole Year ,Cabbage,24.0,253.0
Gujarat,TAPI,2011,Kharif     ,Soyabean,3800.0,3000.0
Punjab,BATHINDA,2000,Kharif     ,Moth,100.0,100.0
Meghalaya,WEST KHASI HILLS,1997,Kharif     ,Total foodgrain,14223.0,18940.0
Telangana ,ADILABAD,2008,Kharif     ,Soyabean,96223.0,118547.0
Jharkhand,GARHWA,2010,Rabi       ,Onion,245.0,1365.0
Jammu and Kashmir ,DODA,2000,Rabi       ,Barley,6059.0,1913.0
Kerala,ALAPPUZHA,2007,Whole Year ,Banana,635.0,4072.0
Madhya Pradesh,DEWAS,2003,Whole Year ,Brinjal,190.0,0.0
Maharashtra,DHULE,2006,Kharif     ,Castor seed,200.0,100.0
Jammu and Kashmir ,KATHUA,2002,Kharif     ,Bajra,1271.0,699.0
Maharashtra,AURANGABAD,2006,Kharif     ,Niger seed,400.0,100.0
Bihar,SHEOHAR,2003,Whole Year ,Banana,139.0,1710.0
Madhya Pradesh,BHOPAL,2012,Kharif     ,Jowar,77.0,171.0
Uttar Pradesh,CHITRAKOOT,2008,Rabi       ,Onion,92.0,1078.0
Puducherry,PONDICHERRY,2013,Kharif     ,Bajra,12.0,31.0
Maharashtra,JALNA,1997,Kharif     ,Total foodgrain,2542.0,1451.0
Puducherry,YANAM,2011,Kharif     ,Mango,1.0,9.0
Maharashtra,NANDED,2011,Kharif     ,Other Kharif pulses,500.0,100.0
Madhya Pradesh,JHABUA,2003,Whole Year ,Bhindi,429.0,0.0
Puducherry,KARAIKAL,2004,Whole Year ,Cashewnut,7.0,4.0
Maharashtra,BEED,2011,Rabi       ,Maize,1800.0,2100.0
Karnataka,RAICHUR,2002,Kharif     ,Castor seed,429.0,140.0
Tamil Nadu,TUTICORIN,2002,Kharif     ,Small millets,469.0,267.0
Gujarat,VALSAD,2001,Whole Year ,Garlic,100.0,400.0
Bihar,SIWAN,2007,Kharif     ,Sannhamp,201.0,844.44
Tamil Nadu,ERODE,2008,Whole Year ,Rapeseed &Mustard,45.0,10.0
Telangana ,MEDAK,2004,Kharif     ,Rice,49327.0,95546.0
Uttarakhand,CHAMPAWAT,2012,Whole Year ,Sugarcane,9.0,540.0
Assam,DIMA HASAO,2006,Whole Year ,Onion,23.0,39.0
Sikkim,EAST DISTRICT,2002,Rabi       ,Barley,440.0,530.0
Madhya Pradesh,ANUPPUR,2003,Whole Year ,Cauliflower,86.0,0.0
Chhattisgarh,BIJAPUR,2008,Rabi       ,Rapeseed &Mustard,87.0,28.0
Tamil Nadu,COIMBATORE,2002,Whole Year ,Bottle Gourd,12.0,0.0
Odisha,NUAPADA,1999,Kharif     ,Dry chillies,780.0,200.0
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Water Melon,8.0,0.0
Chhattisgarh,JANJGIR-CHAMPA,2010,Rabi       ,Safflower,20.0,5.0
Himachal Pradesh,CHAMBA,2002,Rabi       ,Other  Rabi pulses,20.0,6.0
Assam,KAMRUP METRO,2006,Kharif     ,Jute,67.0,649.0
Madhya Pradesh,UJJAIN,2010,Whole Year ,Onion,2007.0,33990.0
Uttar Pradesh,MIRZAPUR,1999,Kharif     ,Rice,107865.0,261050.0
Goa,SOUTH GOA,2011,Whole Year ,Sugarcane,770.0,40498.0
Meghalaya,SOUTH GARO HILLS,2005,Whole Year ,Arecanut,278.0,381.0
Punjab,TARN TARAN,2012,Kharif     ,Maize,1000.0,4000.0
Tamil Nadu,VELLORE,1997,Whole Year ,Groundnut,62236.0,109770.0
Kerala,MALAPPURAM,2003,Whole Year ,Brinjal,69.0,0.0
Odisha,BARGARH,2005,Summer     ,Sesamum,145.0,45.8
Maharashtra,GONDIA,1999,Rabi       ,Wheat,45100.0,58400.0
Uttar Pradesh,BASTI,1999,Kharif     ,Bajra,7.0,15.0
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Sunflower,1358.0,1177.0
Tamil Nadu,DINDIGUL,2013,Rabi       ,Potato,513.0,6207.0
Sikkim,WEST DISTRICT,2000,Rabi       ,Barley,450.0,470.0
Nagaland,PEREN,2014,Kharif     ,Ginger,270.0,2460.0
Himachal Pradesh,KULLU,1998,Kharif     ,Small millets,1149.0,419.0
Meghalaya,SOUTH GARO HILLS,2011,Rabi       ,Gram,23.0,12.0
Tamil Nadu,MADURAI,2002,Whole Year ,Citrus Fruit,68.0,75.0
Manipur,TAMENGLONG,2006,Kharif     ,Peas & beans (Pulses),190.0,100.0
Puducherry,PONDICHERRY,2007,Summer     ,Cotton(lint),28.0,24.0
Kerala,PATHANAMTHITTA,2003,Whole Year ,Snak Guard,88.0,0.0
Kerala,PALAKKAD,2012,Whole Year ,Blackgram,111.0,
Nagaland,DIMAPUR,2004,Kharif     ,Small millets,970.0,980.0
Madhya Pradesh,ALIRAJPUR,2010,Whole Year ,Dry chillies,407.0,867.0
Puducherry,PONDICHERRY,2008,Summer     ,Bajra,21.0,42.0
Bihar,PASHCHIM CHAMPARAN,2014,Rabi       ,Gram,24.0,23.0
Meghalaya,SOUTH GARO HILLS,2011,Whole Year ,Cashewnut,3692.0,3607.0
Punjab,FIROZEPUR,2005,Kharif     ,Moong(Green Gram),1900.0,1400.0
Uttar Pradesh,SONBHADRA,2006,Kharif     ,Small millets,10291.0,6242.0
Odisha,BARGARH,1999,Kharif     ,Sunflower,20.0,10.0
Maharashtra,SOLAPUR,2000,Kharif     ,Bajra,53300.0,22100.0
Tamil Nadu,COIMBATORE,2011,Whole Year ,Cardamom,808.0,63.0
Nagaland,WOKHA,2002,Kharif     ,Jowar,280.0,580.0
Gujarat,MAHESANA,2008,Kharif     ,Tobacco,1700.0,2400.0
Haryana,SONIPAT,2002,Rabi       ,Peas & beans (Pulses),341.0,400.0
Maharashtra,AURANGABAD,1998,Kharif     ,Cotton(lint),152600.0,148300.0
Sikkim,WEST DISTRICT,2006,Rabi       ,Rapeseed &Mustard,1500.0,1140.0
Kerala,IDUKKI,2008,Kharif     ,Jowar,1.0,1.0
Gujarat,NAVSARI,2005,Whole Year ,Onion,100.0,3200.0
Rajasthan,BARAN,2008,Whole Year ,Banana,1.0,
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year ,Other Citrus Fruit,37.0,0.0
Bihar,KAIMUR (BHABUA),1997,Whole Year ,Dry chillies,38.0,32.0
Madhya Pradesh,ASHOKNAGAR,2003,Whole Year ,Other Citrus Fruit,1.0,0.0
Odisha,NUAPADA,2001,Whole Year ,Sweet potato,550.0,4640.0
Chhattisgarh,KANKER,2003,Whole Year ,Sugarcane,1.0,4.0
Uttarakhand,PITHORAGARH,2007,Kharif     ,Horse-gram,484.0,392.0
Kerala,PALAKKAD,2004,Kharif     ,Cotton(lint),1472.0,2370.0
Karnataka,BIJAPUR,2003,Whole Year ,Grapes,4340.0,109212.0
Madhya Pradesh,SEHORE,1999,Kharif     ,Dry ginger,72.0,57.0
Madhya Pradesh,REWA,2002,Whole Year ,Mango,1616.0,0.0
Odisha,NABARANGPUR,2002,Kharif     ,Small millets,990.0,170.0
Rajasthan,DAUSA,2003,Kharif     ,Moth,91.0,48.0
Himachal Pradesh,MANDI,2001,Rabi       ,Linseed,314.0,20.0
Arunachal Pradesh,EAST KAMENG,2012,Whole Year ,Oilseeds total,1100.0,1427.0
Bihar,GAYA,1997,Kharif     ,Mesta,7.0,48.0
Kerala,KANNUR,1999,Whole Year ,Dry chillies,13.0,11.0
Mizoram,AIZAWL,2000,Kharif     ,Rice,24666.0,53997.0
Andhra Pradesh,SPSR NELLORE,1997,Kharif     ,Cotton(lint),8700.0,20900.0
Karnataka,UTTAR KANNAD,1997,Rabi       ,Paddy,2431.0,7327.0
Andhra Pradesh,SPSR NELLORE,2002,Whole Year ,Other Vegetables,525.0,0.0
Manipur,BISHNUPUR,2002,Whole Year ,Carrot,50.0,370.0
West Bengal,MALDAH,2014,Kharif     ,Moong(Green Gram),30.0,15.0
Meghalaya,WEST GARO HILLS,2002,Whole Year ,Cashewnut,3188.0,3322.0
Andhra Pradesh,GUNTUR,2014,Rabi       ,Tomato,524.0,7100.0
Assam,GOALPARA,2007,Kharif     ,Cotton(lint),9.0,3.0
Madhya Pradesh,MORENA,2013,Kharif     ,Moong(Green Gram),511.0,314.0
Assam,SIVASAGAR,1997,Rabi       ,Other  Rabi pulses,1752.0,849.0
Karnataka,GADAG,2002,Whole Year ,Beans & Mutter(Vegetable),4.0,32.0
Madhya Pradesh,GUNA,2003,Whole Year ,Bhindi,75.0,0.0
Meghalaya,EAST GARO HILLS,2009,Kharif     ,Cotton(lint),2540.0,1868.0
Maharashtra,NANDED,2002,Kharif     ,Other Kharif pulses,1000.0,200.0
Himachal Pradesh,CHAMBA,2010,Rabi       ,Onion,52.0,529.0
Karnataka,YADGIR,2013,Kharif     ,Moong(Green Gram),35651.0,11177.0
Manipur,TAMENGLONG,2006,Whole Year ,Dry chillies,900.0,540.0
Tamil Nadu,TIRUCHIRAPPALLI,2003,Whole Year ,Drum Stick,44.0,0.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter     ,Sesamum,24.0,14.0
Sikkim,WEST DISTRICT,1999,Rabi       ,Wheat,2550.0,4300.0
Bihar,MADHUBANI,2012,Kharif     ,Sannhamp,3.0,2.0
Assam,SONITPUR,2008,Rabi       ,Wheat,4246.0,5552.0
Chhattisgarh,DHAMTARI,2003,Whole Year ,Papaya,2.0,68.0
Chhattisgarh,BALRAMPUR,2012,Kharif     ,Mesta,152.0,253.0
Mizoram,CHAMPHAI,2008,Kharif     ,Potato,119.0,1193.0
Nagaland,MOKOKCHUNG,2007,Kharif     ,Cardamom,30.0,10.0
Mizoram,AIZAWL,1997,Kharif     ,Arhar/Tur,48.0,69.0
Gujarat,BHAVNAGAR,2010,Kharif     ,other oilseeds,200.0,100.0
Madhya Pradesh,UJJAIN,2012,Whole Year ,Banana,1.0,47.0
Kerala,KASARAGOD,2000,Whole Year ,Cardamom,515.0,
Manipur,THOUBAL,2003,Kharif     ,Other Kharif pulses,320.0,160.0
Jammu and Kashmir ,UDHAMPUR,2004,Kharif     ,Bajra,313.0,188.0
Tamil Nadu,TIRUVANNAMALAI,1999,Rabi       ,Samai,3505.0,2598.0
Karnataka,BAGALKOT,2014,Rabi       ,Maize,20789.0,81388.0
Telangana ,KHAMMAM,2011,Rabi       ,Dry chillies,10263.0,40282.0
Karnataka,HASSAN,2002,Whole Year ,Atcanut (Raw),3171.0,16980.0
Odisha,CUTTACK,2009,Autumn     ,Jute,944.0,11978.0
Andhra Pradesh,CHITTOOR,2013,Rabi       ,Gram,8.0,10.0
Nagaland,ZUNHEBOTO,1997,Kharif     ,Maize,5100.0,5100.0
Assam,DARRANG,2005,Kharif     ,Niger seed,195.0,98.0
Maharashtra,JALGAON,2010,Kharif     ,Bajra,35800.0,49800.0
Tripura,KHOWAI,2014,Whole Year ,Sugarcane,48.0,2612.0
Karnataka,KOLAR,2003,Whole Year ,Other Fresh Fruits,1907.0,3150.0
Karnataka,KOLAR,2002,Whole Year ,Grapes,1457.0,36402.0
West Bengal,BANKURA,2002,Kharif     ,Soyabean,3.0,1.0
Karnataka,RAICHUR,2002,Whole Year ,Pome Fruit,45.0,275.0
Bihar,SAHARSA,1999,Whole Year ,Banana,13.0,289.0
Manipur,SENAPATI,2003,Whole Year ,Orange,20.0,82.0
Uttarakhand,NAINITAL,2009,Kharif     ,Moth,18.0,7.0
Andhra Pradesh,KURNOOL,2000,Rabi       ,Linseed,6.0,1.0
Andhra Pradesh,KURNOOL,2014,Kharif     ,Castor seed,31651.0,18104.0
Karnataka,GULBARGA,2008,Rabi       ,Other  Rabi pulses,48.0,5.0
Jammu and Kashmir ,BADGAM,2002,Whole Year ,Other Fresh Fruits,4051.0,0.0
Nagaland,MOKOKCHUNG,2011,Rabi       ,Gram,60.0,40.0
Rajasthan,JHALAWAR,2004,Kharif     ,Sunflower,1.0,1.0
Meghalaya,EAST GARO HILLS,1997,Kharif     ,Soyabean,138.0,136.0
Himachal Pradesh,KANGRA,1999,Kharif     ,Horse-gram,1101.0,574.0
Tamil Nadu,SIVAGANGA,2003,Whole Year ,Ber,8.0,0.0
Uttarakhand,HARIDWAR,2002,Kharif     ,Bajra,1.0,1.0
Bihar,SIWAN,2005,Whole Year ,Dry ginger,52.0,78.0
Tamil Nadu,TIRUCHIRAPPALLI,1999,Kharif     ,Horse-gram,1983.0,841.0
Karnataka,CHITRADURGA,2003,Whole Year ,Brinjal,367.0,2351.0
Jammu and Kashmir ,JAMMU,2008,Rabi       ,Arhar/Tur,22.0,12.1
Chhattisgarh,BASTAR,2012,Kharif     ,Soyabean,17.0,30.0
Nagaland,PEREN,2010,Kharif     ,Castor seed,40.0,30.0
Gujarat,NAVSARI,2010,Kharif     ,Other Cereals & Millets,200.0,
Bihar,PATNA,2008,Rabi       ,Potato,2857.0,21885.0
Jammu and Kashmir ,JAMMU,2013,Rabi       ,Linseed,28.0,14.7
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Kharif     ,Ragi,1345.0,1399.0
Chhattisgarh,NARAYANPUR,2013,Whole Year ,Turmeric,2.0,1.0
Uttar Pradesh,ALLAHABAD,2000,Kharif     ,Soyabean,26.0,15.0
Manipur,IMPHAL EAST,2003,Whole Year ,Onion,10.0,20.0
Karnataka,CHITRADURGA,2013,Whole Year ,Tobacco,44.0,36.0
Uttar Pradesh,BALLIA,2008,Kharif     ,Small millets,52.0,33.0
Madhya Pradesh,BETUL,2008,Kharif     ,Niger seed,22701.0,5850.0
Jammu and Kashmir ,JAMMU,2005,Kharif     ,Jowar,1.0,0.6
Tamil Nadu,MADURAI,1999,Kharif     ,Korra,130.0,33.0
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Sesamum,27.0,13.0
Uttar Pradesh,FATEHPUR,2005,Kharif     ,Rice,71543.0,120765.0
Uttar Pradesh,KANNAUJ,2012,Rabi       ,Tobacco,19.0,103.0
Rajasthan,BANSWARA,2008,Kharif     ,Small millets,4282.0,60.0
Assam,GOALPARA,2010,Rabi       ,Linseed,400.0,213.0
Kerala,IDUKKI,2002,Whole Year ,Tea,24953.0,39854.0
Chhattisgarh,JASHPUR,2006,Kharif     ,Mesta,33.0,58.0
Odisha,NAYAGARH,1997,Autumn     ,Sesamum,5.0,1.0
Assam,SONITPUR,1999,Whole Year ,Onion,414.0,1456.0
Rajasthan,RAJSAMAND,1999,Kharif     ,Soyabean,18.0,22.0
Kerala,KOTTAYAM,1999,Whole Year ,Sugarcane,81.0,3810.0
Tripura,GOMATI,2013,Kharif     ,Sesamum,248.0,145.0
Assam,BARPETA,2006,Rabi       ,Urad,3569.0,1941.0
Haryana,KARNAL,2012,Whole Year ,Onion,11.0,300.0
Rajasthan,JAIPUR,2005,Rabi       ,Barley,47201.0,123746.0
Tamil Nadu,KARUR,1999,Whole Year ,Sweet potato,10.0,155.0
Tamil Nadu,THE NILGIRIS,2003,Kharif     ,Korra,6.0,6.0
Jammu and Kashmir ,JAMMU,2007,Kharif     ,Sesamum,868.0,388.8
Nagaland,KIPHIRE,2009,Rabi       ,Urad,20.0,10.0
Telangana ,RANGAREDDI,2000,Kharif     ,Samai,255.0,126.0
Puducherry,YANAM,2001,Whole Year ,Coriander,2.0,1.0
Karnataka,BANGALORE RURAL,1999,Whole Year ,Garlic,19.0,21.0
Puducherry,KARAIKAL,2001,Whole Year ,Sugarcane,22.0,1980.0
Karnataka,BANGALORE RURAL,2003,Whole Year ,Tomato,1463.0,16441.0
Madhya Pradesh,BALAGHAT,2002,Whole Year ,Citrus Fruit,28.0,0.0
Telangana ,ADILABAD,2003,Whole Year ,Other Vegetables,1117.0,0.0
Assam,GOALPARA,2006,Rabi       ,Moong(Green Gram),165.0,70.0
Tamil Nadu,VELLORE,1997,Kharif     ,Small millets,4649.0,4080.0
Himachal Pradesh,KINNAUR,1999,Kharif     ,Sesamum,4.0,2.0
West Bengal,JALPAIGURI,2007,Rabi       ,Horse-gram,54.0,31.0
Tamil Nadu,KRISHNAGIRI,2004,Whole Year ,Arecanut,38.0,48.0
Assam,SONITPUR,2003,Rabi       ,Peas & beans (Pulses),2334.0,1219.0
Bihar,GAYA,2007,Rabi       ,Safflower,2.0,2.0
Nagaland,MOKOKCHUNG,2012,Kharif     ,Sweet potato,120.0,1020.0
Kerala,PALAKKAD,2006,Kharif     ,Ragi,504.0,408.0
Odisha,PURI,2009,Summer     ,Rice,31000.0,70000.0
Madhya Pradesh,SINGRAULI,2008,Rabi       ,Gram,15518.0,7175.0
Madhya Pradesh,SEONI,2006,Whole Year ,Sesamum,3062.0,821.0
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Orange,4.0,39.0
Uttarakhand,CHAMPAWAT,2014,Kharif     ,Total foodgrain,14404.0,18604.0
Telangana ,NALGONDA,2004,Whole Year ,Coconut ,26.0,306514.0
Tamil Nadu,ERODE,2011,Whole Year ,Urad,1018.0,813.0
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Lemon,28.0,206.0
Haryana,ROHTAK,2002,Whole Year ,Potato,229.0,3600.0
Haryana,FATEHABAD,2012,Whole Year ,Guar seed,21306.0,13849.0
Jharkhand,LOHARDAGA,2006,Autumn     ,Ragi,2082.15,1691.0
Punjab,KAPURTHALA,2004,Kharif     ,Maize,4000.0,12000.0
Kerala,THRISSUR,2007,Whole Year ,Arecanut,7069.0,4687.0
Punjab,HOSHIARPUR,2004,Rabi       ,Wheat,145000.0,493000.0
Andhra Pradesh,ANANTAPUR,2010,Whole Year ,Arecanut,409.0,182.0
Kerala,PALAKKAD,2003,Kharif     ,Small millets,1033.0,806.0
